,names,posFtNegLbl,posFtPosLbl,negFtNegLbl,negFtPosLbl,elseCase,timing
684,TREMOR,1,0,2207,225,0,0.0008170604705810547
685,CHRONIC SKIN ITCHING SINE MATERIA,1,0,2207,225,0,0.0008718967437744141
686,SKIN RASHES,1,0,2207,225,0,0.0008392333984375
687,HEADACHE,9,0,2199,225,0,0.0008578300476074219
688,Motor aphasia during migraine (aura),1,0,2207,225,0,0.0008330345153808594
689,GANGRENE,0,1,2208,224,0,0.0008189678192138672
690,Right retroauricular LYMPHADENOPATHY,2,0,2206,225,0,0.0008339881896972656
691,DYSPNEA due to exertion,2,0,2206,225,0,0.0008552074432373047
692,COUGH in case of flu,11,0,2197,225,0,0.0008320808410644531
693,THORACOALGIA by ndd,1,0,2207,225,0,0.000823974609375
694,VOMITING with emission of blood streaks,1,0,2207,225,0,0.0008180141448974609
695,VOMIT,1,0,2207,225,0,0.0008821487426757812
696,DYSPHAGIA,2,0,2206,225,0,0.0008289813995361328
697,FECAL INCONTINENCE,0,1,2208,224,0,0.0008330345153808594
698,DIARRHEA NDD,5,0,2203,225,0,0.000843048095703125
699,RIGHT RENAL COLIC,26,4,2182,221,0,0.0008368492126464844
700,DYSURIA,5,1,2203,224,0,0.0008311271667480469
701,ACUTE URINARY RETENTION,4,1,2204,224,0,0.0008270740509033203
702,URINARY INCONTINENCE,16,3,2192,222,0,0.0008211135864257812
703,ABDOMINAL PAIN,1,0,2207,225,0,0.0008289813995361328
704,EPIGASTRALGIA,2,0,2206,225,0,0.0008718967437744141
705,ABDOMINAL PELVIC PAIN,1,0,2207,225,0,0.0008320808410644531
706,ASCITES,1,0,2207,225,0,0.0008280277252197266
707,IFG ALTERED FASTING GLUCOSE,5,0,2203,225,0,0.0008358955383300781
708,TRANSAMINASE INCREASE,4,0,2204,225,0,0.0008492469787597656
709,GLYCOSURIA FROM RENAL DIABETES,1,0,2207,225,0,0.0008215904235839844
710,POSITIVE STOOL OCCULT BLOOD,1,0,2207,225,0,0.0008230209350585938
711,SENILE DEBILITY,1,0,2207,225,0,0.0008170604705810547
712,Impaired fasting blood sugar,2,3,2206,222,0,0.0008230209350585938
713,FRACTURE OF NASAL BONES,3,0,2205,225,0,0.0008139610290527344
714,FRACTURE OF THE RIGHT ORBIT,0,1,2208,224,0,0.0008249282836914062
715,HEAD TRAUMA,0,0,0,0,2,0.0003209114074707031
716,FRACTURE SECOND CERVICAL VERTEBRA,1,0,2207,225,0,0.00084686279296875
717,FRACTURE SIXTH CERVICAL VERTEBRA spinous process,1,0,2207,225,0,0.0008459091186523438
718,FRACTURE OF THE DORSAL VERTEBRAE somatic D7,10,3,2198,222,0,0.0008382797241210938
719,FRACTURE OF LUMBAR VERTEBRAE,14,5,2194,220,0,0.0008339881896972656
720,SACRUM AND COCCYX FRACTURE,2,0,2206,225,0,0.0008211135864257812
721,SPINAL COLUMN FRACTURE Spinous process D6-D7-D8,1,1,2207,224,0,0.0008409023284912109
722,FRACTURE OF RIBS,9,2,2199,223,0,0.0008182525634765625
723,FRACTURE A RIB,2,1,2206,224,0,0.0008182525634765625
724,MULTIPLE RIB FRACTURE,2,0,2206,225,0,0.0008258819580078125
725,FRACTURE STERNUM,1,0,2207,225,0,0.0008192062377929688
726,ACETABULUS FRACTURE,2,0,2206,225,0,0.0008358955383300781
727,ISCHIO FRACTURE,2,0,2206,225,0,0.0008149147033691406
728,PELVIS FRACTURE,0,1,2208,224,0,0.0008189678192138672
729,LEFT CLAVICLE FRACTURE,1,1,2207,224,0,0.0008149147033691406
730,RIGHT CLAVICLE FRACTURE,4,0,2204,225,0,0.000823974609375
731,FRACTURE OF THE LEFT SCAPULA,1,0,2207,225,0,0.0008451938629150391
732,END-PROXIMAL HUMERUS FRACTURE,2,1,2206,224,0,0.0008189678192138672
733,CLOSED DIAPHYSIS HUMERUS FRACTURE,1,0,2207,225,0,0.0008230209350585938
734,RIGHT HUMERUS FRACTURE composed of the head,11,4,2197,221,0,0.0008220672607421875
735,LEFT ELBOW FRACTURE,1,0,2207,225,0,0.000843048095703125
736,RADIO ULNA FRACTURE CLOSED DISTAL EPIPHISIS,1,0,2207,225,0,0.0008337497711181641
737,COLLES FRACTURE left wrist,2,0,2206,225,0,0.0008492469787597656
738,RADIO FRACTURE DISTAL EPIPHISIS,2,0,2206,225,0,0.0008280277252197266
739,RIGHT MAXILLARY FRACTURE,2,0,2206,225,0,0.0008397102355957031
740,FRACTURE OF THE LEFT FOREARM,2,0,2206,225,0,0.0008251667022705078
741,RADIO FRACTURE OF LEFT STYLOID,1,1,2207,224,0,0.0008451938629150391
742,FRACTURE OF THE RIGHT ULNA,1,0,2207,225,0,0.0008230209350585938
743,FRACTURE OF THE LEFT WRIST,14,4,2194,221,0,0.0008368492126464844
744,NAVICULAR SCAPHID WRIST FRACTURE,3,0,2205,225,0,0.0008099079132080078
745,METACARPUS FRACTURE,4,0,2204,225,0,0.0008199214935302734
746,FRACTURED FINGERS OF THE HAND,9,0,2199,225,0,0.0008282661437988281
747,FRACTURE OF ONE OR MORE DISTAL PHLANGES of the right hand,1,0,2207,225,0,0.0008559226989746094
748,FRACTURE OF THE BASE OF THE RIGHT FEMUR NECK,3,0,2205,225,0,0.000823974609375
749,FEMUR HEAD FRACTURE,1,0,2207,225,0,0.0008161067962646484
750,PERTROCHANTERIC FEMUR FRACTURE,11,2,2197,223,0,0.0008790493011474609
751,CLOSED FEMUR NECK FRACTURE,6,0,2202,225,0,0.0008158683776855469
752,FRACTURE OF THE LEFT FEMUR,24,6,2184,219,0,0.0008230209350585938
753,FEMUR DIAPHYSIS FRACTURE,2,0,2206,225,0,0.0008251667022705078
754,FRACTURE OF THE LEFT PATELLA,2,1,2206,224,0,0.0008361339569091797
755,TIBIA CONDYLE FRACTURE,4,0,2204,225,0,0.0008246898651123047
756,TIBIA FRACTURE PROXIMAL EPIPHISIS external tibial plateau on the left,2,0,2206,225,0,0.0008249282836914062
757,FRACTURE TIBIA FIBULAR CLOSED DIAPHYSIS,1,0,2207,225,0,0.0008349418640136719
758,TIBIA AND FIBULAR DIAPHYSIS FRACTURE,1,0,2207,225,0,0.0008261203765869141
759,TIBIA FRACTURE,3,0,2205,225,0,0.0008249282836914062
760,FIBULAR FRACTURE,3,1,2205,224,0,0.0008149147033691406
761,FRACTURE INTERNAL MALLEOLUS LEFT,1,0,2207,225,0,0.0008440017700195312
762,ANKLE FRACTURE EXTERNAL MALLEOLUS CLOSED,5,1,2203,224,0,0.0008168220520019531
763,RIGHT ANKLE FRACTURE,2,1,2206,224,0,0.000823974609375
764,HEEL FRACTURE,2,0,2206,225,0,0.0008232593536376953
765,EXPOSED HEEL FRACTURE,1,0,2207,225,0,0.0008308887481689453
766,FRACTURE OTHER BONES TARSO METATARSUS CLOSED Base of V metatarsal,0,1,2208,224,0,0.0008509159088134766
767,FRACTURE OF FOOT BONE EXCEPT TOES,1,0,2207,225,0,0.0008220672607421875
768,NAVICULAR SCAPHOID FRACTURE,1,0,2207,225,0,0.0008141994476318359
769,FRACTURE OF METATARSAL BONES,3,0,2205,225,0,0.0008389949798583984
770,FRACTURE OF TOES,1,0,2207,225,0,0.0008320808410644531
771,Recurrent LEFT SHOULDER DISLOCATION,2,0,2206,225,0,0.0008139610290527344
772,ROTATOR CUFF DISTRACTION,1,1,2207,224,0,0.0008189678192138672
773,SHOULDER DISTRACTION,1,0,2207,225,0,0.000827789306640625
774,WRIST SPRAIN,1,0,2207,225,0,0.0008261203765869141
775,KNEE LEG SPRAIN,5,0,2203,225,0,0.0008211135864257812
776,RIGHT ANKLE SPRAIN,5,0,2203,225,0,0.0008339881896972656
777,Ankle sprain and distraction,1,0,2207,225,0,0.0008249282836914062
778,FOOT SPRAIN,1,0,2207,225,0,0.0008440017700195312
779,NECK DISTRACTION,3,0,2205,225,0,0.0008230209350585938
780,DISTORTION I finger of the left hand,1,0,2207,225,0,0.0008299350738525391
781,TRAUMATIC HEMOTHORAX,1,0,2207,225,0,0.0008530616760253906
782,PNEUMOEMOTHORAX WITHOUT OPEN WOUND IN THE CHEST,0,1,2208,224,0,0.0008399486541748047
783,SPLEEN INJURY splenectomy,1,0,2207,225,0,0.0008292198181152344
784,INJURY SPLEEN HEMATOMA WITHOUT CAPSULE RUPTURE,1,0,2207,225,0,0.0008337497711181641
785,"""Spleen traum",1,0,2207,225,0,0.0008559226989746094
786,HAND WOUND from left hand penetrating tip,1,0,2207,225,0,0.0008792877197265625
787,HAND WOUND WITH TENDON INVOLVEMENT,1,0,2207,225,0,0.0009298324584960938
788,WOUND FINGERS HAND,4,0,2204,225,0,0.0008282661437988281
789,WOUND FINGERS HAND WITH COMPLICATIONS,1,0,2207,225,0,0.0008308887481689453
790,FINGER HAND WOUND WITH TENDON INVOLVEMENT,1,0,2207,225,0,0.0008378028869628906
791,TRAUMATIC AMPUTATION OTHER FINGERS OF THE HAND IV-V finger of the right hand,1,1,2207,224,0,0.0008280277252197266
792,TRAUMATIC AMPUTATION OF OTHER FINGERS OF THE HAND WITH COMPLICATIONS,1,0,2207,225,0,0.0008299350738525391
793,LEG WOUND,2,0,2206,225,0,0.0008330345153808594
794,TRAUMATIC AMPUTATION OF THE LEG AT THE KNEE OR ABOVE THE LEFT,1,0,2207,225,0,0.0008227825164794922
795,AFTERMATH OF SPINAL COLUMN AND TRUNK FRACTURES WITHOUT SPINAL CORD INJURIES,1,0,2207,225,0,0.0008192062377929688
796,SUPERFICIAL INJURY OF THE SHOULDER AND ARM,1,0,2207,225,0,0.0008268356323242188
797,OTHER SUPERFICIAL INJURY ELBOW FOREARM AND WRIST,1,0,2207,225,0,0.0008361339569091797
798,SUPERFICIAL TRAUMATIC OF FINGERS OF HAND,1,0,2207,225,0,0.0008230209350585938
799,INSECT BINGS,2,0,2206,225,0,0.0008211135864257812
800,EYE INJURY,1,0,2207,225,0,0.0008258819580078125
801,BRUSHED TRAUMA coccyx,1,0,2207,225,0,0.000823974609375
802,CRUSHING OF FINGERS AND HAND,2,0,2206,225,0,0.0008330345153808594
803,WRIST AND HAND BURNS,1,0,2207,225,0,0.0008330345153808594
804,BURN HAND,1,0,2207,225,0,0.0008630752563476562
805,BURN 3?ÔøΩÔøΩÔøΩ DEEP DEGREE WITH LOSS OF PART,1,0,2207,225,0,0.0008180141448974609
806,LUMBAR INJURY,1,0,2207,225,0,0.0008218288421630859
807,MULTIPLE SITE TRAUMA,1,0,2207,225,0,0.0008258819580078125
808,TRAUMA OF THE RIGHT ANKLE,1,0,2207,225,0,0.0008203983306884766
809,FALL TRAUMA,3,0,2205,225,0,0.0008106231689453125
810,Toxic effects of ethyl alcohol,1,0,2207,225,0,0.0008528232574462891
811,GELONI,2,0,2206,225,0,0.0008630752563476562
812,FOOD ALLERGY probably to fish,48,2,2160,223,0,0.0008571147918701172
813,INFECTION AND INFLATION FROM INTERNAL JOINT PROSTHESES septic mobilization APT gin,0,1,2208,224,0,0.0008270740509033203
814,OTHER COMPLICATIONS FROM INTERNAL JOINT PROSTHESES,0,1,2208,224,0,0.0008080005645751953
815,HIV POSITIVE,4,0,2204,225,0,0.0008220672607421875
816,ALLERGY ANALGESICS angioedema of the lip after OKI gtt,1,0,2207,225,0,0.0008478164672851562
817,SERUM OR VACCINE ALLERGY suspected,1,0,2207,225,0,0.0008172988891601562
818,ALLERGY TO MEDICINAL SUBSTANCE,1,0,2207,225,0,0.0008127689361572266
819,SUSPEC: NORMAL FIRST PARENT PREGNANCY,2,0,2206,225,0,0.0008230209350585938
820,NORMAL PREGNANCY,31,1,2177,224,0,0.0008409023284912109
821,PREGNANCY,147,6,2061,219,0,0.0008330345153808594
822,PREGNANCY AT RISK,2,0,2206,225,0,0.0008251667022705078
823,ESTROPROGESTIN THERAPY,1,0,2207,225,0,0.0008120536804199219
824,PRECONCEPTIONAL TESTS,2,0,2206,225,0,0.0008268356323242188
825,KIDNEY TRANSPLANT,1,0,2207,225,0,0.0008592605590820312
826,HOMOLOGOUS MITRAL PROSTHESIS,4,0,2204,225,0,0.0008237361907958984
827,Liver replaced by transplant,0,1,2208,224,0,0.0008559226989746094
828,MECHANICAL HEART VALVE PROSTHESIS,2,0,2206,225,0,0.0008170604705810547
829,KNEE PROSTHESIS,0,1,2208,224,0,0.0008080005645751953
830,REVERSE LEFT SHOULDER PROSTHESIS,1,0,2207,225,0,0.0008358955383300781
831,HIP PROSTHESIS,38,11,2170,214,0,0.0008251667022705078
832,LEFT KNEE PROSTHESIS,16,6,2192,219,0,0.0008099079132080078
833,PRESENCE TRACHEOSTOMY,2,1,2206,224,0,0.0008230209350585938
834,PRESENCE GASTROSTOMY,3,0,2205,225,0,0.0008099079132080078
835,PRESENCE COLOSTOMY,1,0,2207,225,0,0.0008208751678466797
836,Transient URETEROSTOMY with stent for ureter kinking,1,0,2207,225,0,0.0008330345153808594
837,PEACE MAKER BEARER,7,2,2201,223,0,0.0008380413055419922
838,AORTOCORONARY BYPASS,2,0,2206,225,0,0.0008180141448974609
839,CORONARY ANGIOPLASTY,2,0,2206,225,0,0.0008170604705810547
840,LOWER LIMBS ANGIOPLASTY,1,1,2207,224,0,0.0008320808410644531
841,PROPHYLACTIC ORGAN REMOVAL NEPHRECTOMY RIGHT,1,0,2207,225,0,0.0008587837219238281
842,PLACEMENT AND SETTING OF URINARY CATHERS,1,0,2207,225,0,0.0008268356323242188
843,KIDNEY DIALYSIS,1,0,2207,225,0,0.0008161067962646484
844,PERSON WHO LIVES ALONE,0,1,2208,224,0,0.0008461475372314453
845,LACK OF A FAMILY ABLE TO PROVIDE CARE,9,2,2199,223,0,0.0008046627044677734
846,PERSON WHO LIVES IN INSTITUTIONS,1,0,2207,225,0,0.0008111000061035156
847,ORTHODONTIC TREATMENTS,1,0,2207,225,0,0.0008270740509033203
848,DIABETIC RETINOPATHY,0,1,2208,224,0,0.0008158683776855469
849,RELEASE OF THE CARPAL TUNNEL,6,1,2202,224,0,0.0008311271667480469
850,ECU GUIDED THYROID NEEDLE BIOPSY,4,0,2204,225,0,0.0008189678192138672
851,CONJUNCTIVAL LESION REMOVAL,1,0,2207,225,0,0.0008180141448974609
852,BAG WITH PLATE FOR COLO-ILEOSTOMY,3,0,2205,225,0,0.0008127689361572266
853,PERMANENT BLADDER CATHETER (FOLEY),11,0,2197,225,0,0.0008130073547363281
854,SHAPED DIAPER,42,10,2166,215,0,0.0008199214935302734
855,MATTRESS PROTECTION CROSSBAR,3,1,2205,224,0,0.0008120536804199219
856,CATARACT SURGERY with lens implant,10,0,2198,225,0,0.000820159912109375
857,RIGID FRAME WHEELCHAIR MANEUVERABLE BY THE COMPANION,1,0,2207,225,0,0.0008139610290527344
858,NEEDLE BIOPSY OF GLAND OR SALIVARY DUCT,1,0,2207,225,0,0.0008671283721923828
859,REMOVAL OF MOUTH LESION,1,0,2207,225,0,0.0008268356323242188
860,FIBER OPTIC RHINOSCOPY,2,0,2206,225,0,0.000823974609375
861,BREATH TEST FOR HELYCOBACTER PYLORI,3,0,2205,225,0,0.0008347034454345703
862,DUODENOSCOPY,24,2,2184,223,0,0.0008161067962646484
863,COLONOSCOPY,47,8,2161,217,0,0.0008177757263183594
864,COLONOSCOPY + sedated BIOPSY. self conscious,1,0,2207,225,0,0.0008220672607421875
865,BREATH TEST FOR COLONIZATIONS BACTERIAL AN.,1,0,2207,225,0,0.0008549690246582031
866,LACTOSE BREATH TEST,1,0,2207,225,0,0.0008199214935302734
867,RECTOSCOPY <PROCTOSIGMOIDOSCOPY>,1,0,2207,225,0,0.0008111000061035156
868,CONTAINMENT BANKS,1,1,2207,224,0,0.0012040138244628906
869,ANTI-DECUBITUS AIR MATTRESS,3,1,2205,224,0,0.0008230209350585938
870,CYSTOSCOPY,5,0,2203,225,0,0.0008368492126464844
871,INVASIVE URODYNAMIC EXAM,2,1,2206,224,0,0.0008120536804199219
872,PROGRESSIVE URETHRAL DILATIONS,0,1,2208,224,0,0.0008068084716796875
873,ECU GUIDED NEEDLE BIOPSY OF THE PROSTATE,1,0,2207,225,0,0.0008170604705810547
874,HYSTEROSCOPY,5,2,2203,223,0,0.0008368492126464844
875,REMOVAL OF UTERUS LESION,1,0,2207,225,0,0.0008361339569091797
876,IUD INSERTION <SPIRAL>,1,0,2207,225,0,0.0008351802825927734
877,COLPOSCOPY,4,0,2204,225,0,0.0008137226104736328
878,CARDIOTOCOGRAPHY,5,0,2203,225,0,0.0008082389831542969
879,ECU GUIDED BREAST NEEDLE BIOPSY,1,0,2207,225,0,0.0008251667022705078
880,LOCAL BREAST LESION REMOVAL,1,0,2207,225,0,0.0008420944213867188
881,CAUTERIZATION <DIATHERMOCOACULATION>,1,0,2207,225,0,0.0008480548858642578
882,REMOVAL OF SKIN LESION,13,1,2195,224,0,0.0008127689361572266
883,SKULL CT <BENCEPHALON>,25,8,2183,217,0,0.0008139610290527344
884,SKULL CT WITHOUT+CONTRAST <BENCE>,3,0,2205,225,0,0.0008280277252197266
885,MASSIVE FACIAL CT,1,0,2207,225,0,0.0008120536804199219
886,NECK CT WITHOUT+CONTRAST,1,0,2207,225,0,0.0008070468902587891
887,X-ray of the dental arches <ORTHOPANORAMIC>,12,1,2196,224,0,0.0008151531219482422
888,CERVICAL SPINE X-ray,11,2,2197,223,0,0.0008368492126464844
889,DORSAL SPINE X-ray,6,2,2202,223,0,0.0008380413055419922
890,LUMBOSACRAL SPINE X-ray,37,11,2171,214,0,0.0008399486541748047
891,TELESPINOGRAM,1,0,2207,225,0,0.0008199214935302734
892,GALACTOGRAPHY,0,1,2208,224,0,0.000823974609375
893,BILATERAL MAMMOGRAPHY,92,11,2116,214,0,0.0008218288421630859
894,RIGHT MAMMOGRAPHY,6,1,2202,224,0,0.0008368492126464844
895,CHEST CT scan,4,3,2204,222,0,0.0008192062377929688
896,CHEST CT + CONTRAST,13,2,2195,223,0,0.0008060932159423828
897,SN HEMITORACE RX FOR RIBS,13,0,2195,225,0,0.0008440017700195312
898,CHEST X-RAY,68,14,2140,211,0,0.0008289813995361328
899,RENAL TOMOGRAPHY <STRATS>,2,0,2206,225,0,0.0008120536804199219
900,HYSTEROSALPINGOGRAPHY,1,0,2207,225,0,0.0008020401000976562
901,COMPLETE ABDOMEN CT + CONTRAST,17,2,2191,223,0,0.0008347034454345703
902,ABDOMEN RX <DIRECT ABDOMEN>,14,4,2194,221,0,0.0008330345153808594
903,LEFT SHOULDER,22,4,2186,221,0,0.0009038448333740234
904,RX FOREARM RX,2,1,2206,224,0,0.0008580684661865234
905,LEFT WRIST,20,0,2188,225,0,0.0008571147918701172
906,RX HIP RX,42,7,2166,218,0,0.0008459091186523438
907,RX KNEE RX,38,5,2170,220,0,0.0008471012115478516
908,LEFT FOOT X-ray,22,4,2186,221,0,0.000820159912109375
909,AXIAL RX PATELLA RIGHT,2,1,2206,224,0,0.0008158683776855469
910,CT scan of the LUMBOSACLAR SPINE,4,2,2204,223,0,0.0008261203765869141
911,CT SHOULDER AND RIGHT ARM,2,0,2206,225,0,0.0008399486541748047
912,PELVIS CT ​​scan,1,0,2207,225,0,0.0008189678192138672
913,CT KNEE LEFT <ARTHROTAC>,0,1,2208,224,0,0.0008139610290527344
914,THYROID ECHO <HEAD AND NECK ECHO>,45,4,2163,221,0,0.0008242130279541016
915,CARDIAC ECHO <ECOCARDIOGRAPHY>,84,15,2124,210,0,0.0008347034454345703
916,ECHODOPLER CARDIAC TRANSES.<ECOCOLOR>,1,0,2207,225,0,0.0008282661437988281
917,ECO UMMS,96,11,2112,214,0,0.0008299350738525391
918,ECHO LEFT BREAST,3,0,2205,225,0,0.0008320808410644531
919,ECODOPPLER SUPRAORTIC TRUNKS<ECOCOLOR>,32,15,2176,210,0,0.0008440017700195312
920,ECHO KIDNEYS AND ADRENALS,63,10,2145,215,0,0.0008158683776855469
921,ECHO LOWER ABDOMEN,43,7,2165,218,0,0.0008502006530761719
922,ECODOPPLER SPERM VESSELS (ECOCOLOR),4,0,2204,225,0,0.0008368492126464844
923,FULL ABDOMEN ECHO,94,15,2114,210,0,0.0008270740509033203
924,ECHO LARGE ABDOMINAL VESSELS,1,0,2207,225,0,0.0008268356323242188
925,ECOCOLORDOPPLER LOWER LIMBS. ART.,36,13,2172,212,0,0.0008571147918701172
926,OBSTETRIC ULTRASOUND <FETOPLACENTARY ULTRASOUND>,15,1,2193,224,0,0.0008180141448974609
927,GYNECOLOGICAL ECHO,1,0,2207,225,0,0.0008330345153808594
928,ECO SURFACE FABRICS,19,4,2189,221,0,0.0008189678192138672
929,RIGHT SHOULDER ECO,8,0,2200,225,0,0.0008211135864257812
930,MUSCLETENDION ECHO,6,1,2202,224,0,0.0008177757263183594
931,ECO PENIS,1,0,2207,225,0,0.0008230209350585938
932,ECHO TESTICLES,3,1,2205,224,0,0.0008342266082763672
933,TRANSVAGINAL ECHO,9,1,2199,224,0,0.0008118152618408203
934,TRANSRECTAL PROSTATE ECHO,6,1,2202,224,0,0.0008301734924316406
935,MRI of the brain and brainstem,4,0,2204,225,0,0.0008299350738525391
936,MRI of the brain and brainstem. WITHOUT+CONTROL,10,2,2198,223,0,0.0008230209350585938
937,MRI HEART +CONTRAST,1,0,2207,225,0,0.0008249282836914062
938,RM HEART <CINE RM>,2,0,2206,225,0,0.0008120536804199219
939,MRI RIGHT BREAST +CONTRAST,1,0,2207,225,0,0.000827789306640625
940,MRI breasts,1,0,2207,225,0,0.0008368492126464844
941,MRI BREASTS WITHOUT+CONTRAST,1,0,2207,225,0,0.0008292198181152344
942,MRI LUMBOSACRAL SPINE,15,3,2193,222,0,0.0008208751678466797
943,MRI CERVICAL SPINE+CONTRAST,1,0,2207,225,0,0.0008273124694824219
944,MRI RIGHT KNEE,19,3,2189,222,0,0.0008168220520019531
945,MRI UPPER ABDOMEN +CONTRAST,3,2,2205,223,0,0.000823974609375
946,MRI LOWER ABDOMEN AND PELVIS +CONTRAST,2,1,2206,224,0,0.0008330345153808594
947,LUMBAR AND FEMORAL DENSITOMETRY <DEXA>,22,2,2186,223,0,0.0008251667022705078
948,V.CARDIOLOGICA control,253,40,1955,185,0,0.0008420944213867188
949,TONOMETRY,3,0,2205,225,0,0.0008108615875244141
950,V. NEUROLOGICAL,28,4,2180,221,0,0.0008227825164794922
951,EEG,5,2,2203,223,0,0.0008211135864257812
952,ACOUSTIC EVOKED POTENTIALS,0,1,2208,224,0,0.0008099079132080078
953,POLYSOMNOGRAM,5,2,2203,223,0,0.0008523464202880859
954,UROFLOWOMETRY,14,2,2194,223,0,0.0008547306060791016
955,V.GYNECOLOGICAL,32,6,2176,219,0,0.0008301734924316406
956,SPIROMETRY <BREATHING TESTS>,13,3,2195,222,0,0.0008282661437988281
957,GLOBAL SPIROMETRY PLETHYSMGR TECHNIQUE.,0,1,2208,224,0,0.000823974609375
958,CAPILLARY ALVEOLUS DIFFUSION OF THE CO,0,1,2208,224,0,0.0008499622344970703
959,EFFORT ECG <CYCLE ERGOMETER>,20,2,2188,223,0,0.0008170604705810547
960,THALLIUM CARDIAC SCINS <EFFORT TEST>,1,0,2207,225,0,0.0008199214935302734
961,CARDIORESPIRATORY EFFORT TEST,1,0,2207,225,0,0.0008690357208251953
962,PACE MAKER CONTROL AND PROGRAMMING,3,2,2205,223,0,0.0008120536804199219
963,DYNAMIC ECG <HOLTER>,25,4,2183,221,0,0.0008211135864257812
964,ECG,126,23,2082,202,0,0.0008649826049804688
965,PRESSURE HOLTER,3,0,2205,225,0,0.0008189678192138672
966,BLOOD ANALYSIS,6,0,2202,225,0,0.0008449554443359375
967,V.SENOLOGICA,469,62,1739,163,0,0.0008399486541748047
968,MUD + THERAPEUTIC BATH,3,0,2205,225,0,0.0008199214935302734
969,BATH FOR ARTHRHEUMATIC DISEASES,1,0,2207,225,0,0.0008351802825927734
970,BATH FOR DERMATOLOGICAL DISEASES,1,0,2207,225,0,0.0008308887481689453
971,DROPINIC TREATMENT SESSION FOR URINARY STONES,1,0,2207,225,0,0.0008220672607421875
972,DROPINIC TREATMENT SESSION FOR SICKNESS. APP. GASTROENTERIC,1,0,2207,225,0,0.0008141994476318359
973,17 KETOSTEROIDS urine,1,0,2207,225,0,0.0008127689361572266
974,BILE ACIDS,1,0,2207,225,0,0.0008220672607421875
975,VALPROIC ACID,5,0,2203,225,0,0.0008208751678466797
976,ALT <GPT> <ALANINE AMINOTRANSFERASE> <S>,587,88,1621,137,0,0.0008480548858642578
977,PREALBUMIN,17,1,2191,224,0,0.0008120536804199219
978,ALDOSTERONE <S>,6,0,2202,225,0,0.0008268356323242188
979,ALPHA 1 FETOPROTEIN <S>,20,5,2188,220,0,0.0008242130279541016
980,AMYLASE,33,5,2175,220,0,0.00084686279296875
981,AMMONIEMIA,1,0,2207,225,0,0.0008280277252197266
982,HAPTOGLOBIN,2,0,2206,225,0,0.0008242130279541016
983,AST <GOT> <ASPARTATE AMINOTRANSFERASE>,570,87,1638,138,0,0.0008533000946044922
984,BENZODIAZEPINES,1,0,2207,225,0,0.0008158683776855469
985,BETA2 MICROGLOBULIN,25,5,2183,220,0,0.0008409023284912109
986,BICARBONATES <HYDROGENCARBONATE>,2,0,2206,225,0,0.0008261203765869141
987,TOTAL BILIRUBIN,440,58,1768,167,0,0.0008459091186523438
988,TOTAL AND FRACTIONAL BILIRUBIN,23,4,2185,221,0,0.0008161067962646484
989,SOCCER,280,43,1928,182,0,0.0008220672607421875
990,CALCITONIN,4,1,2204,224,0,0.0008168220520019531
991,IONIZED CALCIUM,3,1,2205,224,0,0.0008361339569091797
992,CARBAMAZEPINE,2,0,2206,225,0,0.0008289813995361328
993,TOTAL URINARY CATECHOLAMINES,3,0,2205,225,0,0.0008170604705810547
994,CALPROTECTIN IMMUNOMETRIC feces,8,2,2200,223,0,0.000823974609375
995,CHLORINE,18,5,2190,220,0,0.0008490085601806641
996,COBALAMIN <VIT.B12>,27,8,2181,217,0,0.0008161067962646484
997,HDL CHOLESTEROL,345,63,1863,162,0,0.0008418560028076172
998,LDL CHOLESTEROL,344,69,1864,156,0,0.0008440017700195312
999,TOTAL CHOLESTEROL,433,70,1775,155,0,0.0008330345153808594
1000,CHOLINESTERASE <PSEUDO THAT>,8,0,2200,225,0,0.0008158683776855469
1001,ACTH <CORTICOTROPIN>,5,0,2203,225,0,0.0008349418640136719
1002,CORTISOL,8,0,2200,225,0,0.0008578300476074219
1003,CPK <CREATINKINASE> <CK>,68,18,2140,207,0,0.0008349418640136719
1004,CPK MB <CREATIN KINASE ISOENZYME MB><CK>,1,0,2207,225,0,0.0008311271667480469
1005,CREATININE,590,97,1618,128,0,0.000843048095703125
1006,CREATININE CLEARANCE,1,1,2207,224,0,0.0008177757263183594
1007,DEAS <DEHYDROEPIANDROSTERONE SULFATE>,3,0,2205,225,0,0.0008220672607421875
1008,DELTA 4 ANDROSTENEDIONE,2,0,2206,225,0,0.0008399486541748047
1009,DESIALO TRANSFERRIN,2,0,2206,225,0,0.0008251667022705078
1010,NOREPINEPHRINE urine,1,0,2207,225,0,0.0008108615875244141
1011,AMPHETAMINE,3,0,2205,225,0,0.0008451938629150391
1012,NSE <NEURONE SPECIFIC ENOLASE>,1,0,2207,225,0,0.0008318424224853516
1013,ERYTHROPOIETIN,3,0,2205,225,0,0.00084686279296875
1014,CHROMOGRANIN,1,0,2207,225,0,0.0008389949798583984
1015,E2 <ESTRADIOL>,11,0,2197,225,0,0.0008149147033691406
1016,DIGOXIN,5,2,2203,223,0,0.0008230209350585938
1017,STOOL CHEMICAL AND MICROSCOPIC EXAMINATION,1,0,2207,225,0,0.0008211135864257812
1018,STOOL OCCULT BLOOD ON 3 SAMPLES,59,11,2149,214,0,0.000823974609375
1019,PHENOBARBITAL,1,0,2207,225,0,0.0008389949798583984
